"Length"	"Frequency"	"Predict"
1	9310	9278.51001287137
2	5993	6029.16086606725
3	1685	1920.11453016492
4	988	663.419304468845
5	290	273.32070634473
6	113	129.893231770223
7	49	68.7406212609205
8	14	39.4810146855124
9	16	24.1692337612829
10	9	15.5681581104811
11	3	10.452389891175
12	4	7.26318053198808
13	2	5.19535491041991
14	3	3.80922944556841
15	2	2.85314666227612
16	2	2.1771492919357
22	1	0.573040843982731
