"Length"	"Frequency"	"Predict"
1	1501	1422.60328324343
2	762	959.658935871294
3	499	449.330504969317
4	293	217.29133892402
5	150	115.584736208914
6	81	67.0920314394663
7	42	41.7944389556956
8	26	27.5413345320702
9	11	18.986831592322
10	14	13.5794477253338
11	5	10.0117004377835
12	3	7.5717814053207
13	1	5.85172963155183
