"Length"	"Frequency"	"Predict"
1	7859	7679.6211732195
2	2977	3622.65389151809
3	1855	1332.04202986499
4	559	564.450406085527
5	377	277.281817475947
6	147	152.529515044446
7	69	91.3299466681154
8	41	58.3456806791389
9	22	39.2136555939628
10	13	27.4486956779731
11	10	19.8628364620701
12	8	14.7763808111067
13	4	11.2520401210825
14	4	8.74099991795416
20	1	2.58673836164833
